gen	nevals	avg        	stddev    	min        	max      
116	54    	1.23768    	0.786547  	-1         	1.61119  
117	58    	1.52949    	0.387602  	-1         	1.61315  
118	53    	1.56171    	0.250327  	0.153251   	1.61315  
119	55    	1.48711    	0.350813  	0.388193   	1.63404  
120	57    	1.52442    	0.272352  	0.455444   	1.63404  
121	58    	1.50508    	0.350572  	0.207453   	1.6369   
122	58    	1.47544    	0.403223  	0.105463   	1.6369   
123	54    	1.50077    	0.402789  	0.105615   	1.6369   
124	57    	1.50636    	0.363665  	0.160374   	1.6369   
125	55    	1.55403    	0.272469  	0.384791   	1.6369   
126	56    	1.58706    	0.216898  	0.391118   	1.6627   
127	58    	1.54568    	0.310077  	0.355273   	1.6627   
128	52    	1.34861    	0.623476  	-1         	1.6627   
129	57    	1.39153    	0.620317  	-1         	1.6627   
130	54    	1.50893    	0.373893  	0.447107   	1.66474  
