gen	nevals	avg        	stddev    	min       	max      
0  	60    	0          	0         	0         	0        
1  	58    	0          	0         	0         	0        
2  	54    	0          	0         	0         	0        
3  	57    	0          	0         	0         	0        
4  	51    	0          	0         	0         	0        
5  	52    	0          	0         	0         	0        
6  	56    	0          	0         	0         	0        
7  	54    	0          	0         	0         	0        
8  	56    	0          	0         	0         	0        
9  	53    	0          	0         	0         	0        
10 	56    	0          	0         	0         	0        
11 	54    	0          	0         	0         	0        
12 	56    	0          	0         	0         	0        
13 	56    	0          	0         	0         	0        
14 	57    	0          	0         	0         	0        
15 	54    	0          	0         	0         	0        
16 	52    	0          	0         	0         	0        
17 	55    	0          	0         	0         	0        
18 	48    	0          	0         	0         	0        
19 	54    	0          	0         	0         	0        
20 	55    	0          	0         	0         	0        
21 	57    	0          	0         	0         	0        
22 	57    	0.000335658	0.00257824	0         	0.0201395
23 	57    	0.00200946 	0.00602847	0         	0.0201395
24 	56    	0.00741715 	0.0148974 	0         	0.0706645
25 	58    	0.0210931  	0.0236014 	0         	0.0752115
26 	54    	0.0473733  	0.0313365 	0         	0.140312 
27 	51    	0.0695391  	0.0361317 	0         	0.142063 
28 	54    	0.101047   	0.0454945 	0         	0.216194 
29 	56    	0.140649   	0.0555339 	0.00551753	0.302115 
30 	57    	0.182114   	0.0838417 	0         	0.415029 
31 	54    	0.204349   	0.111633  	0         	0.440042 
32 	55    	0.259605   	0.103568  	0         	0.482701 
33 	56    	0.319649   	0.122771  	0         	0.500376 
34 	59    	0.356933   	0.114681  	0         	0.482702 
35 	58    	0.367813   	0.154545  	0         	0.575592 
36 	55    	0.336739   	0.189751  	0         	0.655745 
37 	53    	0.382855   	0.1824    	0         	0.834198 
38 	53    	0.452539   	0.159201  	0         	0.834291 
39 	52    	0.473257   	0.194779  	0         	0.834291 
40 	55    	0.386326   	0.26662   	0         	0.834    
41 	57    	0.436734   	0.258573  	0         	0.834    
42 	54    	0.524547   	0.263591  	0         	0.834    
43 	54    	0.512703   	0.329514  	0         	0.834291 
44 	56    	0.556173   	0.305216  	0         	0.834291 
45 	55    	0.725891   	0.1823    	0         	0.834291 
46 	56    	0.603426   	0.318157  	0         	0.875282 
47 	53    	0.614314   	0.295758  	0         	0.891254 
48 	56    	0.627816   	0.307714  	0         	0.891254 
49 	52    	0.668092   	0.295329  	0.00448592	0.917297 
50 	56    	0.619098   	0.377921  	-1        	0.929373 
51 	56    	0.651892   	0.298768  	0         	0.934778 
52 	51    	0.721208   	0.273092  	0         	0.943126 
53 	54    	0.803394   	0.217946  	0         	0.948621 
54 	57    	0.664      	0.337852  	0         	0.948621 
55 	54    	0.622419   	0.449152  	-1        	0.994094 
56 	56    	0.640884   	0.352551  	0         	0.994488 
57 	60    	0.64905    	0.398089  	0         	1.00056  
