gen	nevals	avg       	stddev    	min      	max      
0  	60    	0         	0         	0        	0        
1  	53    	0         	0         	0        	0        
2  	54    	0         	0         	0        	0        
3  	52    	0         	0         	0        	0        
4  	57    	0         	0         	0        	0        
5  	55    	0         	0         	0        	0        
6  	56    	0         	0         	0        	0        
7  	55    	0         	0         	0        	0        
8  	57    	0         	0         	0        	0        
9  	57    	0         	0         	0        	0        
10 	58    	0         	0         	0        	0        
11 	56    	0         	0         	0        	0        
12 	57    	0         	0         	0        	0        
13 	56    	0         	0         	0        	0        
14 	55    	0         	0         	0        	0        
15 	55    	0         	0         	0        	0        
16 	57    	0         	0         	0        	0        
17 	55    	0         	0         	0        	0        
18 	57    	0         	0         	0        	0        
19 	54    	0         	0         	0        	0        
20 	54    	0         	0         	0        	0        
21 	57    	0         	0         	0        	0        
22 	57    	0         	0         	0        	0        
23 	54    	0         	0         	0        	0        
24 	54    	0         	0         	0        	0        
25 	53    	0         	0         	0        	0        
26 	52    	0         	0         	0        	0        
27 	56    	0         	0         	0        	0        
28 	57    	0         	0         	0        	0        
29 	56    	0         	0         	0        	0        
30 	55    	0         	0         	0        	0        
31 	56    	0.00116278	0.00774371	0        	0.0598365
32 	51    	0.00326472	0.0133156 	0        	0.0633216
33 	56    	0.0111307 	0.0247667 	0        	0.0916507
34 	57    	0.0320521 	0.0328665 	0        	0.115415 
35 	58    	0.0618098 	0.0346172 	0        	0.13043  
36 	55    	0.0855218 	0.0407533 	0        	0.224601 
37 	57    	0.106103  	0.0639932 	0        	0.298002 
38 	57    	0.162902  	0.0691656 	0        	0.376032 
39 	57    	0.186713  	0.0720819 	0.0135237	0.376032 
40 	54    	0.221801  	0.0920435 	0        	0.376032 
41 	54    	0.264456  	0.0910851 	0.0586244	0.471928 
42 	52    	0.300935  	0.105001  	0.0581564	0.48994  
43 	57    	0.314435  	0.13743   	0        	0.490151 
44 	55    	0.347211  	0.144447  	0.0612131	0.521104 
45 	54    	0.356505  	0.14235   	0.0649684	0.52205  
