gen	nevals	avg       	stddev    	min      	max      
120	55    	0.616461  	0.295271  	0        	0.890977 
121	58    	0.623119  	0.287569  	0.0105684	0.890977 
122	54    	0.649722  	0.277776  	0.0485763	0.890977 
123	53    	0.742081  	0.254179  	0.0440984	0.890977 
124	59    	0.642232  	0.263287  	0.212606 	0.890977 
125	55    	0.674725  	0.329542  	-1       	0.890977 
126	56    	0.759546  	0.241638  	0.0405169	0.891676 
127	54    	0.740466  	0.239252  	0.050065 	0.891676 
128	54    	0.635206  	0.277037  	0        	0.891676 
129	57    	0.695461  	0.265685  	0        	0.891676 
130	56    	0.711055  	0.278331  	0        	0.891958 
