gen	nevals	avg        	stddev    	min      	max      
0  	60    	0          	0         	0        	0        
1  	58    	0          	0         	0        	0        
2  	56    	0          	0         	0        	0        
3  	58    	0          	0         	0        	0        
4  	58    	0          	0         	0        	0        
5  	55    	0          	0         	0        	0        
6  	49    	0          	0         	0        	0        
7  	53    	0          	0         	0        	0        
8  	57    	0          	0         	0        	0        
9  	58    	0          	0         	0        	0        
10 	56    	0          	0         	0        	0        
11 	56    	0          	0         	0        	0        
12 	55    	0          	0         	0        	0        
13 	57    	0          	0         	0        	0        
14 	55    	0          	0         	0        	0        
15 	54    	0          	0         	0        	0        
16 	56    	0          	0         	0        	0        
17 	54    	0.000576216	0.004426  	0        	0.034573 
18 	53    	0.00147569 	0.00814171	0        	0.0539687
19 	54    	0.00711096 	0.0173232 	0        	0.0595231
20 	58    	0.0177051  	0.024773  	0        	0.0826318
21 	52    	0.0443152  	0.0264259 	0        	0.0826352
22 	55    	0.0561824  	0.0337994 	0        	0.130592 
23 	49    	0.0810537  	0.0411915 	0        	0.194788 
24 	54    	0.0977712  	0.0570805 	0        	0.194788 
25 	54    	0.137295   	0.0578971 	0        	0.228269 
26 	54    	0.166616   	0.0630951 	0        	0.276209 
27 	53    	0.192137   	0.0670232 	0        	0.298522 
28 	52    	0.213122   	0.092361  	0        	0.475029 
29 	53    	0.247448   	0.0994009 	0        	0.475029 
30 	54    	0.281134   	0.130474  	0        	0.481915 
31 	57    	0.307949   	0.155135  	0        	0.499401 
32 	57    	0.330915   	0.170124  	0        	0.499401 
33 	52    	0.364852   	0.159558  	0        	0.499401 
34 	57    	0.365053   	0.13791   	0        	0.512809 
35 	57    	0.288808   	0.174702  	0        	0.54641  
36 	55    	0.331985   	0.179599  	0        	0.537605 
37 	57    	0.341818   	0.185733  	0        	0.581084 
38 	55    	0.358927   	0.180432  	0        	0.581084 
39 	56    	0.389005   	0.178525  	0        	0.623203 
40 	57    	0.299724   	0.192197  	0        	0.581084 
41 	53    	0.331792   	0.193493  	0        	0.581084 
42 	56    	0.36197    	0.191854  	0        	0.581084 
43 	55    	0.38973    	0.183553  	0        	0.581084 
44 	57    	0.442577   	0.163994  	0        	0.581084 
45 	51    	0.439446   	0.203388  	0        	0.582079 
46 	51    	0.470883   	0.167556  	0        	0.638086 
47 	56    	0.471112   	0.174897  	0        	0.640773 
48 	52    	0.448933   	0.197665  	0        	0.649233 
49 	54    	0.482441   	0.17972   	0        	0.649233 
50 	55    	0.52633    	0.170643  	0.0767501	0.656899 
51 	54    	0.608894   	0.080741  	0.317133 	0.684029 
52 	49    	0.623895   	0.0994213 	0.124226 	0.684029 
53 	55    	0.637427   	0.11434   	0        	0.713384 
54 	56    	0.66681    	0.0758889 	0.246932 	0.721304 
55 	55    	0.650505   	0.121092  	0.043845 	0.721304 
