gen	nevals	avg        	stddev    	min       	max      
0  	60    	0          	0         	0         	0        
1  	57    	0          	0         	0         	0        
2  	56    	0          	0         	0         	0        
3  	52    	0          	0         	0         	0        
4  	54    	0          	0         	0         	0        
5  	55    	0          	0         	0         	0        
6  	54    	0          	0         	0         	0        
7  	53    	0          	0         	0         	0        
8  	54    	0          	0         	0         	0        
9  	55    	0          	0         	0         	0        
10 	53    	0          	0         	0         	0        
11 	57    	0          	0         	0         	0        
12 	57    	0          	0         	0         	0        
13 	54    	0          	0         	0         	0        
14 	57    	0          	0         	0         	0        
15 	51    	0          	0         	0         	0        
16 	55    	0          	0         	0         	0        
17 	58    	0.000493044	0.00337712	0         	0.0262218
18 	54    	0.00325528 	0.0138023 	0         	0.0751042
19 	57    	0.0112847  	0.0232706 	0         	0.0896115
20 	56    	0.0368752  	0.0349555 	0         	0.104822 
21 	56    	0.0619695  	0.0357476 	0         	0.141576 
22 	53    	0.0792133  	0.0352802 	0         	0.141576 
23 	53    	0.0959483  	0.0396248 	0         	0.148058 
24 	54    	0.109085   	0.0474544 	0         	0.17928  
25 	55    	0.114763   	0.0540087 	0         	0.235402 
26 	57    	0.123287   	0.0571402 	0         	0.17928  
27 	53    	0.142552   	0.0653991 	0         	0.235402 
28 	57    	0.16061    	0.0535437 	0         	0.267818 
29 	60    	0.15171    	0.0744627 	0         	0.267818 
30 	59    	0.152769   	0.0858714 	0         	0.277012 
31 	50    	0.216602   	0.0535951 	0.0889365 	0.299938 
32 	56    	0.216673   	0.0886228 	0         	0.302397 
33 	55    	0.220004   	0.10332   	0         	0.302397 
34 	52    	0.268116   	0.0713834 	0         	0.362532 
35 	55    	0.283941   	0.0980169 	0         	0.492555 
36 	52    	0.334823   	0.101811  	0.0112364 	0.55828  
37 	57    	0.377545   	0.15326   	0         	0.635182 
38 	53    	0.485217   	0.109531  	0.119537  	0.635182 
39 	55    	0.486263   	0.166895  	0         	0.727641 
40 	58    	0.493453   	0.177294  	0         	0.727641 
41 	55    	0.523138   	0.180699  	0         	0.727641 
42 	53    	0.558276   	0.214616  	0         	0.727641 
43 	55    	0.50414    	0.308353  	-1        	0.818924 
44 	58    	0.626239   	0.212208  	0         	0.818924 
45 	55    	0.641046   	0.208459  	0.00185102	0.818924 
46 	54    	0.644147   	0.242952  	0         	0.818951 
47 	54    	0.684196   	0.228392  	0         	0.880477 
48 	53    	0.704463   	0.224458  	0.0817362 	0.880477 
