gen	nevals	avg        	stddev  	min	max      
0  	60    	-0.05      	0.217945	-1 	0        
1  	53    	-0.0996992 	0.300107	-1 	0.0155886
2  	56    	-0.11612   	0.32123 	-1 	0.0155886
3  	55    	-0.14724   	0.358351	-1 	0.0602929
4  	55    	-0.176388  	0.39061 	-1 	0.0976298
5  	53    	-0.159577  	0.399681	-1 	0.170794 
6  	57    	-0.207034  	0.46019 	-1 	0.177687 
7  	58    	-0.227787  	0.490327	-1 	0.410976 
8  	57    	-0.16555   	0.491114	-1 	0.441838 
9  	53    	-0.0267021 	0.42645 	-1 	0.444026 
10 	57    	-0.129387  	0.564387	-1 	0.536227 
11 	55    	0.026924   	0.509276	-1 	0.525544 
12 	58    	-0.0136191 	0.523966	-1 	0.52539  
13 	53    	0.112646   	0.473159	-1 	0.521704 
14 	56    	-0.00690279	0.595892	-1 	0.553735 
15 	55    	0.0698714  	0.51347 	-1 	0.553735 
16 	57    	-0.0682861 	0.612093	-1 	0.584519 
17 	54    	0.0989839  	0.480129	-1 	0.641571 
18 	56    	-0.0390105 	0.585875	-1 	0.642729 
19 	55    	0.126906   	0.465546	-1 	0.633272 
20 	57    	-0.0559728 	0.57629 	-1 	0.624344 
21 	56    	-0.0263329 	0.617895	-1 	0.673253 
22 	55    	0.0168508  	0.591408	-1 	0.673253 
23 	55    	0.177335   	0.503187	-1 	0.69163  
24 	58    	-0.097808  	0.644694	-1 	0.698004 
25 	52    	-0.0356741 	0.64249 	-1 	0.698004 
26 	54    	0.00382512 	0.692312	-1 	0.698367 
27 	55    	0.0835344  	0.660613	-1 	0.723916 
28 	56    	-0.0771802 	0.6703  	-1 	0.70107  
29 	55    	0.0607162  	0.58386 	-1 	0.74026  
30 	57    	0.0211977  	0.634784	-1 	0.70107  
31 	55    	0.238658   	0.567092	-1 	0.70107  
32 	55    	-0.112587  	0.730011	-1 	0.718098 
33 	53    	-0.0205012 	0.675161	-1 	0.70107  
34 	52    	-0.0440498 	0.6406  	-1 	0.70207  
35 	57    	0.0124053  	0.64565 	-1 	0.701707 
36 	57    	-0.0933898 	0.670641	-1 	0.700161 
37 	59    	0.0294126  	0.681806	-1 	0.730884 
38 	59    	-0.0982681 	0.718624	-1 	0.763005 
39 	57    	-0.0830478 	0.70727 	-1 	0.763005 
40 	56    	-0.128504  	0.674579	-1 	0.714723 
41 	52    	-0.109723  	0.681803	-1 	0.710146 
42 	55    	-0.109196  	0.661966	-1 	0.739305 
43 	56    	0.0175205  	0.67642 	-1 	0.786026 
44 	52    	-0.0596521 	0.698951	-1 	0.786026 
45 	58    	-0.147297  	0.681631	-1 	0.73927  
46 	51    	0.0573791  	0.631055	-1 	0.747239 
