gen	nevals	avg       	stddev  	min	max      
116	55    	0.303876  	0.663426	-1 	1.08436  
117	55    	0.197355  	0.691019	-1 	1.08436  
118	54    	0.344808  	0.524975	-1 	1.08436  
119	53    	0.199026  	0.734419	-1 	1.0844   
120	55    	0.454496  	0.676354	-1 	1.09079  
121	59    	0.356292  	0.600277	-1 	1.08441  
122	55    	0.336846  	0.767594	-1 	1.08442  
123	54    	0.303965  	0.744358	-1 	1.08847  
124	57    	0.207016  	0.728667	-1 	1.12485  
125	59    	0.235604  	0.690169	-1 	1.05469  
126	53    	0.357302  	0.590978	-1 	1.05624  
127	55    	0.184621  	0.696316	-1 	1.05469  
128	53    	0.149713  	0.733239	-1 	1.04843  
129	58    	0.312588  	0.680866	-1 	1.04851  
130	56    	0.22275   	0.735242	-1 	1.04843  
