gen	nevals	avg        	stddev  	min	max      
0  	60    	-0.05      	0.217945	-1 	0        
1  	49    	-0.0661923 	0.249597	-1 	0.0284593
2  	55    	-0.0655716 	0.249791	-1 	0.0284593
3  	56    	-0.0462893 	0.219179	-1 	0.0650263
4  	54    	-0.068456  	0.284866	-1 	0.292523 
5  	56    	-0.139305  	0.390666	-1 	0.292523 
6  	57    	-0.135117  	0.444189	-1 	0.365819 
7  	56    	0.0345933  	0.366843	-1 	0.445057 
8  	55    	0.085541   	0.385022	-1 	0.418803 
9  	57    	0.00642845 	0.503012	-1 	0.655899 
10 	54    	0.0934403  	0.458015	-1 	0.655899 
11 	51    	0.0833879  	0.515025	-1 	0.655899 
12 	56    	0.0769311  	0.547297	-1 	0.660811 
13 	56    	0.0942899  	0.506616	-1 	0.655899 
14 	58    	0.132379   	0.514235	-1 	0.655833 
15 	53    	0.0996727  	0.561679	-1 	0.655833 
16 	56    	-0.0571542 	0.629677	-1 	0.655899 
17 	57    	0.0436002  	0.540331	-1 	0.655601 
18 	54    	0.0317528  	0.605101	-1 	0.669716 
19 	57    	0.124365   	0.516668	-1 	0.692852 
20 	55    	0.102545   	0.536625	-1 	0.692852 
21 	57    	0.0870249  	0.560983	-1 	0.692944 
22 	54    	-0.0149756 	0.584281	-1 	0.676122 
23 	54    	0.00312176 	0.617929	-1 	0.695683 
24 	53    	0.189271   	0.543756	-1 	0.681011 
25 	56    	0.116718   	0.60169 	-1 	0.721404 
26 	54    	0.0743616  	0.635864	-1 	0.721404 
27 	56    	0.0752058  	0.658866	-1 	0.721404 
28 	58    	-0.00489927	0.669554	-1 	0.721404 
29 	54    	0.111452   	0.639038	-1 	0.779808 
30 	53    	-0.0717941 	0.743375	-1 	0.778172 
31 	56    	0.0690015  	0.670619	-1 	0.776676 
32 	55    	0.267184   	0.570409	-1 	0.802911 
33 	57    	0.0921395  	0.632507	-1 	0.803181 
34 	56    	-0.0507295 	0.698251	-1 	0.803047 
35 	54    	0.0577966  	0.659049	-1 	0.786209 
36 	55    	0.227896   	0.652119	-1 	0.831009 
37 	56    	0.14442    	0.672703	-1 	0.830153 
38 	54    	0.287827   	0.547672	-1 	0.833427 
39 	59    	0.0337952  	0.698729	-1 	0.864586 
40 	58    	0.0814684  	0.669592	-1 	0.828327 
41 	52    	0.101885   	0.664593	-1 	0.797076 
42 	55    	0.317928   	0.548321	-1 	0.821163 
43 	56    	0.204421   	0.695876	-1 	0.934614 
44 	54    	0.0906171  	0.688806	-1 	0.910255 
45 	49    	0.123151   	0.7469  	-1 	0.910255 
46 	55    	0.30271    	0.668244	-1 	0.917859 
47 	56    	0.21098    	0.653987	-1 	0.932513 
48 	54    	0.0577972  	0.719621	-1 	0.935156 
49 	53    	0.167086   	0.694832	-1 	0.922722 
50 	57    	0.0546472  	0.73009 	-1 	0.922722 
51 	57    	0.0135857  	0.692854	-1 	0.921114 
52 	56    	0.0235356  	0.749418	-1 	0.966046 
53 	55    	0.115036   	0.707131	-1 	0.909201 
54 	55    	0.133468   	0.727239	-1 	0.929391 
55 	52    	0.254845   	0.647511	-1 	0.928418 
56 	54    	0.340291   	0.690167	-1 	0.922833 
57 	51    	0.155673   	0.754751	-1 	0.922833 
58 	55    	0.274946   	0.697668	-1 	0.950393 
59 	54    	0.311483   	0.676168	-1 	0.928418 
60 	56    	0.245685   	0.713536	-1 	0.951546 
61 	56    	0.023059   	0.815629	-1 	0.9672   
62 	57    	-0.074056  	0.796321	-1 	0.951546 
63 	57    	0.117233   	0.662124	-1 	0.89802  
64 	58    	0.182315   	0.691027	-1 	0.929192 
65 	58    	0.126739   	0.712462	-1 	0.887598 
66 	51    	-0.00889711	0.770395	-1 	0.889276 
67 	53    	0.28888    	0.654615	-1 	0.879861 
68 	57    	0.166019   	0.705071	-1 	0.884328 
69 	56    	0.18831    	0.676665	-1 	0.914464 
70 	59    	-0.0672627 	0.770104	-1 	0.914374 
71 	56    	0.139309   	0.735047	-1 	0.913582 
72 	58    	0.0592117  	0.715239	-1 	0.913488 
73 	55    	0.0396757  	0.711717	-1 	0.913488 
74 	56    	0.200701   	0.652021	-1 	0.93181  
75 	58    	0.0240068  	0.744552	-1 	0.990964 
