gen	nevals	avg        	stddev  	min	max       
0  	60    	-0.0666667 	0.249444	-1 	0         
1  	59    	-0.0498658 	0.217977	-1 	0.00583042
2  	56    	-0.0830798 	0.276465	-1 	0.00861922
3  	56    	-0.0804651 	0.277585	-1 	0.104713  
4  	57    	-0.190379  	0.405318	-1 	0.103721  
5  	51    	-0.20933   	0.438118	-1 	0.244522  
6  	56    	-0.312749  	0.507271	-1 	0.281642  
7  	51    	-0.25701   	0.490031	-1 	0.281551  
8  	55    	-0.195254  	0.490594	-1 	0.298149  
9  	56    	-0.174436  	0.506637	-1 	0.350311  
10 	57    	-0.0363866 	0.419106	-1 	0.368906  
11 	51    	0.00668604 	0.464221	-1 	0.587698  
12 	54    	-0.090293  	0.561221	-1 	0.587698  
13 	55    	-0.0275046 	0.484442	-1 	0.582784  
14 	56    	-0.0013568 	0.494836	-1 	0.531443  
15 	54    	-0.0307455 	0.511666	-1 	0.636347  
16 	52    	0.0663467  	0.455598	-1 	0.588059  
17 	57    	-0.0419989 	0.534481	-1 	0.578855  
18 	55    	0.0355947  	0.497279	-1 	0.600501  
19 	54    	-0.0512642 	0.599149	-1 	0.715869  
20 	55    	0.0424027  	0.550739	-1 	0.632857  
21 	58    	-0.0290823 	0.617786	-1 	0.686021  
22 	58    	-0.032957  	0.638071	-1 	0.686021  
23 	54    	0.0105653  	0.619494	-1 	0.686021  
24 	56    	0.0503807  	0.540276	-1 	0.664631  
25 	57    	0.0536111  	0.513899	-1 	0.731095  
26 	56    	0.0599386  	0.545785	-1 	0.731095  
27 	58    	0.0209242  	0.604928	-1 	0.731095  
28 	55    	0.0156318  	0.579266	-1 	0.731095  
29 	55    	0.107188   	0.595902	-1 	0.731095  
30 	57    	0.175237   	0.52795 	-1 	0.734997  
31 	55    	0.11273    	0.60206 	-1 	0.727343  
32 	57    	0.0656686  	0.579358	-1 	0.732392  
33 	55    	0.0827282  	0.658487	-1 	0.731095  
34 	52    	0.212012   	0.506228	-1 	0.728235  
35 	56    	0.224823   	0.479767	-1 	0.72346   
36 	57    	0.0485797  	0.626166	-1 	0.746142  
37 	56    	0.117988   	0.575077	-1 	0.722165  
38 	51    	0.213547   	0.581307	-1 	0.72382   
39 	55    	0.142701   	0.623365	-1 	0.732452  
40 	58    	0.0872487  	0.596258	-1 	0.750755  
41 	59    	0.0441433  	0.626519	-1 	0.750755  
42 	55    	0.0966475  	0.605913	-1 	0.72681   
43 	54    	0.306544   	0.520876	-1 	0.740655  
44 	53    	0.2079     	0.591256	-1 	0.768108  
45 	56    	0.11464    	0.629831	-1 	0.73835   
46 	53    	0.0847926  	0.64815 	-1 	0.761202  
47 	55    	0.159191   	0.600004	-1 	0.759371  
48 	58    	0.112416   	0.562213	-1 	0.796461  
49 	55    	0.136599   	0.53279 	-1 	0.765918  
50 	57    	0.0628543  	0.624143	-1 	0.740322  
51 	55    	0.0532915  	0.673208	-1 	0.739406  
52 	56    	0.11871    	0.633202	-1 	0.760925  
53 	56    	0.231219   	0.556863	-1 	0.734577  
54 	56    	0.140232   	0.623509	-1 	0.729602  
55 	54    	0.201748   	0.549644	-1 	0.743038  
56 	56    	0.198096   	0.564552	-1 	0.749707  
57 	57    	0.233258   	0.552592	-1 	0.860009  
58 	58    	0.18801    	0.560841	-1 	0.764491  
59 	51    	0.155691   	0.660037	-1 	0.762158  
60 	55    	0.168199   	0.632672	-1 	0.762158  
61 	54    	0.141281   	0.666605	-1 	0.762158  
62 	55    	0.187917   	0.598793	-1 	0.806467  
63 	54    	0.134886   	0.598723	-1 	0.806467  
64 	55    	0.180754   	0.587058	-1 	0.806467  
65 	54    	0.225516   	0.577326	-1 	0.806467  
66 	54    	0.131399   	0.618388	-1 	0.806467  
67 	52    	0.16741    	0.604541	-1 	0.782677  
68 	55    	0.125305   	0.621563	-1 	0.782677  
69 	58    	0.154731   	0.571751	-1 	0.762377  
70 	54    	0.162681   	0.608009	-1 	0.762377  
71 	57    	-0.0310549 	0.633407	-1 	0.762226  
72 	54    	0.123851   	0.587664	-1 	0.837794  
73 	56    	0.058476   	0.656735	-1 	0.719527  
74 	52    	0.25781    	0.546918	-1 	0.758563  
75 	48    	0.230917   	0.601652	-1 	0.758563  
76 	57    	0.185952   	0.564007	-1 	0.758435  
77 	59    	-0.00718187	0.6914  	-1 	0.768984  
78 	57    	0.0801467  	0.6411  	-1 	0.829745  
79 	57    	0.0784266  	0.643302	-1 	0.765236  
80 	56    	0.10423    	0.59399 	-1 	0.753378  
81 	55    	0.13465    	0.508123	-1 	0.753378  
82 	54    	0.0401418  	0.634839	-1 	0.753378  
83 	55    	-0.0446569 	0.586812	-1 	0.712544  
84 	57    	0.190704   	0.519112	-1 	0.718787  
85 	56    	0.102542   	0.600261	-1 	0.724209  
86 	55    	0.155942   	0.61128 	-1 	0.781397  
87 	53    	0.165806   	0.553131	-1 	0.756058  
88 	58    	0.038309   	0.577142	-1 	0.749451  
89 	54    	0.144747   	0.63729 	-1 	0.75882   
90 	59    	0.162184   	0.574004	-1 	0.762927  
91 	50    	0.171475   	0.569835	-1 	0.757252  
92 	58    	0.18374    	0.606478	-1 	0.757252  
93 	57    	0.259868   	0.526446	-1 	0.771171  
94 	58    	0.194171   	0.561723	-1 	0.782673  
95 	54    	0.204094   	0.601067	-1 	0.782627  
96 	54    	0.191501   	0.62317 	-1 	0.796006  
97 	55    	0.206925   	0.553411	-1 	0.807633  
98 	56    	0.118302   	0.64975 	-1 	0.797641  
99 	57    	0.144656   	0.574113	-1 	0.796006  
100	58    	0.178594   	0.564919	-1 	0.796006  
101	55    	0.0973944  	0.581184	-1 	0.800435  
102	54    	0.264341   	0.476903	-1 	0.800435  
103	54    	0.218877   	0.543019	-1 	0.791376  
104	55    	0.28438    	0.501949	-1 	0.791376  
105	57    	0.243404   	0.571865	-1 	0.846627  
106	57    	0.211172   	0.545488	-1 	0.814488  
107	57    	0.339814   	0.486223	-1 	0.815664  
108	54    	0.238792   	0.609099	-1 	0.887768  
