gen	nevals	avg        	stddev  	min	max      
0  	60    	-0.0333333 	0.179505	-1 	0        
1  	55    	-0.0983335 	0.300648	-1 	0.0441997
2  	57    	-0.0458852 	0.219254	-1 	0.0546555
3  	54    	-0.139162  	0.362163	-1 	0.0796301
4  	53    	-0.215967  	0.43316 	-1 	0.0971383
5  	55    	-0.147419  	0.407081	-1 	0.344387 
6  	59    	-0.0718964 	0.340958	-1 	0.232017 
7  	55    	-0.0527795 	0.3489  	-1 	0.291439 
8  	54    	-0.0592647 	0.404561	-1 	0.291439 
9  	57    	-0.0198973 	0.36984 	-1 	0.328744 
10 	52    	0.0125797  	0.379404	-1 	0.341452 
11 	54    	0.0166881  	0.383946	-1 	0.355035 
12 	54    	-0.0734346 	0.426848	-1 	0.387506 
13 	54    	-0.00450966	0.405857	-1 	0.387506 
14 	53    	-0.0384612 	0.473102	-1 	0.496498 
15 	53    	-0.0436539 	0.519374	-1 	0.496498 
16 	54    	0.00302518 	0.444786	-1 	0.496498 
17 	56    	0.109168   	0.428957	-1 	0.555756 
18 	54    	0.134351   	0.473934	-1 	0.532282 
19 	57    	0.0887538  	0.402263	-1 	0.600333 
20 	55    	0.0336825  	0.458059	-1 	0.576545 
21 	54    	0.0523298  	0.444446	-1 	0.600333 
22 	57    	0.0843829  	0.457812	-1 	0.605375 
23 	58    	0.089956   	0.458974	-1 	0.628484 
24 	57    	0.100991   	0.403281	-1 	0.628484 
25 	56    	0.0689423  	0.485472	-1 	0.62781  
26 	58    	0.0758214  	0.51539 	-1 	0.611965 
27 	58    	0.0187688  	0.592561	-1 	0.722818 
28 	55    	-0.0195322 	0.615253	-1 	0.711365 
29 	56    	0.111073   	0.640947	-1 	0.720299 
30 	58    	-0.00995195	0.694238	-1 	0.710317 
31 	54    	-0.025795  	0.648732	-1 	0.710317 
32 	56    	0.322229   	0.451578	-1 	0.800717 
33 	55    	0.134168   	0.687942	-1 	0.800717 
34 	57    	0.0198065  	0.744375	-1 	0.794696 
35 	56    	0.233624   	0.632756	-1 	0.859294 
36 	56    	0.313984   	0.654314	-1 	0.859294 
37 	55    	0.102342   	0.734649	-1 	0.859869 
38 	57    	0.322375   	0.633951	-1 	0.874877 
39 	56    	0.143202   	0.706916	-1 	0.876502 
40 	55    	0.157418   	0.689581	-1 	0.873191 
41 	52    	0.0646858  	0.741243	-1 	0.873191 
42 	53    	0.219577   	0.659527	-1 	0.873191 
43 	55    	0.265537   	0.66921 	-1 	0.973223 
44 	56    	0.0902517  	0.719506	-1 	0.889315 
45 	56    	0.0660643  	0.715999	-1 	0.889315 
46 	55    	0.186291   	0.663074	-1 	0.894153 
47 	55    	0.00506043 	0.744791	-1 	0.894153 
48 	58    	0.295077   	0.59628 	-1 	0.906217 
49 	57    	0.175815   	0.725901	-1 	0.906217 
50 	53    	0.250652   	0.674228	-1 	0.910637 
51 	56    	0.249179   	0.654532	-1 	0.910637 
52 	57    	0.328117   	0.648716	-1 	0.917183 
53 	57    	0.140063   	0.777298	-1 	0.93073  
54 	58    	0.15591    	0.710473	-1 	0.93073  
55 	58    	0.0455835  	0.707843	-1 	0.901251 
56 	52    	0.273877   	0.683045	-1 	0.914651 
57 	53    	0.343407   	0.68675 	-1 	0.96941  
58 	56    	0.218656   	0.718402	-1 	0.910952 
59 	55    	0.136488   	0.736665	-1 	0.901251 
60 	55    	0.0806615  	0.795679	-1 	0.901251 
61 	56    	0.0951621  	0.730962	-1 	0.901251 
62 	59    	0.148481   	0.700671	-1 	0.905141 
63 	56    	0.16139    	0.729876	-1 	0.946694 
64 	54    	0.100596   	0.732351	-1 	0.880618 
65 	54    	0.254624   	0.688436	-1 	0.877679 
66 	55    	0.0290652  	0.784405	-1 	0.866864 
